dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
Movies_and_TV,preference_negative,meteor,bertscore_precision,0.4816859896929598,0.1586357520510633,"(-0.21233891802954805, 0.8527027513115527)"
Movies_and_TV,preference_negative,meteor,bertscore_recall,-0.02647331084723084,0.9421302011393256,"(-0.6453428477142709, 0.613376935885436)"
Movies_and_TV,preference_negative,meteor,bertscore_f1,0.03304889089672852,0.9277844615372907,"(-0.6092550635719276, 0.6491670309900985)"
Movies_and_TV,preference_negative,meteor,consistency,-0.23569428851067734,0.5121181853509086,"(-0.7535014795338199, 0.46257832158851286)"
Movies_and_TV,preference_negative,meteor,nepc,0.34864296025258806,0.3234806558728955,"(-0.3600110955784768, 0.8021790952552103)"
Movies_and_TV,preference_negative,bleu1,bertscore_precision,0.0853255054536465,0.8147034222642255,"(-0.5752025039284929, 0.6785005946843992)"
Movies_and_TV,preference_negative,bleu1,bertscore_recall,0.19299317459086013,0.5932035348022167,"(-0.49702888413550433, 0.7334904282356867)"
Movies_and_TV,preference_negative,bleu1,bertscore_f1,0.19910690760130317,0.5813134189011606,"(-0.49222633620254275, 0.7364141597330696)"
Movies_and_TV,preference_negative,bleu1,consistency,0.11937105524965873,0.7425649880044067,"(-0.5517222216000477, 0.6966385874450144)"
Movies_and_TV,preference_negative,bleu1,nepc,0.041575128047017865,0.9092114430973848,"(-0.6038582452694125, 0.6540797183490304)"
Movies_and_TV,preference_negative,rouge1_f,bertscore_precision,0.5041900119920913,0.1372788949094195,"(-0.18377631796179897, 0.8606134582083612)"
Movies_and_TV,preference_negative,rouge1_f,bertscore_recall,-0.04318309015876645,0.9057129459365516,"(-0.6550004463230452, 0.6028337841577269)"
Movies_and_TV,preference_negative,rouge1_f,bertscore_f1,0.019791644754318737,0.9567227318600683,"(-0.6175299057905356, 0.6414249309517216)"
Movies_and_TV,preference_negative,rouge1_f,consistency,-0.24755454516991338,0.4904584217930367,"(-0.7588943689508747, 0.45262024872924106)"
Movies_and_TV,preference_negative,rouge1_f,nepc,0.33527866699718145,0.3436113385864369,"(-0.3731115894285968, 0.7967176574192557)"
Movies_and_TV,preference_negative,bleu4,bertscore_precision,0.03875929687236581,0.9153412958402052,"(-0.6056471391993172, 0.6524629739070061)"
Movies_and_TV,preference_negative,bleu4,bertscore_recall,0.5081697538984282,0.1336967701624662,"(-0.1786012855244877, 0.8619947604222824)"
Movies_and_TV,preference_negative,bleu4,bertscore_f1,0.49416821907127656,0.14655800027726498,"(-0.19664131816929167, 0.8571116728564064)"
Movies_and_TV,preference_negative,bleu4,consistency,0.08729979839220872,0.8104804659674458,"(-0.573869982391417, 0.6795725449998432)"
Movies_and_TV,preference_negative,bleu4,nepc,-0.013633859368370813,0.970181475774332,"(-0.6377852602881883, 0.6213260507422089)"
Movies_and_TV,preference_negative,bleu3,bertscore_precision,0.041135178856658426,0.9101689025723017,"(-0.604138173649765, 0.653827484389668)"
Movies_and_TV,preference_negative,bleu3,bertscore_recall,0.47162169423811173,0.168796768714117,"(-0.22474017126510346, 0.8491089721274288)"
Movies_and_TV,preference_negative,bleu3,bertscore_f1,0.45951568941238574,0.18152140243623155,"(-0.2393642260982483, 0.8447393335029022)"
Movies_and_TV,preference_negative,bleu3,consistency,0.09478749284647117,0.7945052879666641,"(-0.5687842487725552, 0.6836151628490541)"
Movies_and_TV,preference_negative,bleu3,nepc,-0.008123342561960512,0.9822313607059687,"(-0.6345043624441022, 0.6246980824452179)"
Movies_and_TV,preference_negative,bertscore_precision,bertscore_precision,-0.5588161237347282,0.09311355663305082,"(-0.8791260353486666, 0.10924888730486698)"
Movies_and_TV,preference_negative,bertscore_precision,bertscore_recall,-0.008565207022688256,0.9812649841308878,"(-0.6347682785049488, 0.6244285614222842)"
Movies_and_TV,preference_negative,bertscore_precision,bertscore_f1,-0.07759921646505301,0.8312701890174075,"(-0.6742811463558519, 0.5803837686823884)"
Movies_and_TV,preference_negative,bertscore_precision,consistency,0.10104059740286749,0.7812164068119529,"(-0.5644978224512613, 0.6869637624976656)"
Movies_and_TV,preference_negative,bertscore_precision,nepc,-0.527901457354975,0.11679117863286467,"(-0.8687665683768384, 0.15236952276468357)"
Movies_and_TV,preference_negative,rouge2_f,bertscore_precision,0.21431378678427312,0.5521343727316432,"(-0.48009543822206874, 0.7436004319797466)"
Movies_and_TV,preference_negative,rouge2_f,bertscore_recall,0.25587212109171403,0.4755078555459552,"(-0.44553090937796724, 0.7626350103530278)"
Movies_and_TV,preference_negative,rouge2_f,bertscore_f1,0.27086845898273426,0.4490682765145201,"(-0.4325228410832367, 0.7692946982854623)"
Movies_and_TV,preference_negative,rouge2_f,consistency,-0.07245755174442428,0.8423286325700174,"(-0.6714514447494071, 0.5838025080900682)"
Movies_and_TV,preference_negative,rouge2_f,nepc,0.0777840283354425,0.8308731895708964,"(-0.5802604522628847, 0.674382531900328)"
Movies_and_TV,preference_negative,bertscore_f1,bertscore_precision,-0.5363131755061623,0.11001249585862027,"(-0.8716151806561852, 0.1408876153360524)"
Movies_and_TV,preference_negative,bertscore_f1,bertscore_recall,-0.04320203015075021,0.9056717461537416,"(-0.6550112806519801, 0.6028217044473754)"
Movies_and_TV,preference_negative,bertscore_f1,bertscore_f1,-0.10794399892290651,0.7666046563550498,"(-0.690631928036816, 0.5597235670586974)"
Movies_and_TV,preference_negative,bertscore_f1,consistency,0.21167368302044645,0.5571587085367631,"(-0.4822207397735097, 0.7423615163044938)"
